"","Local.authority","year","Universal.Credit","Child.Tax.Credit","affected_population","percent_impacted","children_in_care","children_in_care_1_under","children_in_care_1_4","children_in_care_5_9","children_in_care_10_15","children_in_care_16plus","started_under_1","started_1_to_4","started_5_to_9","started_10_to_15","started_over_16","Anypoint_child_rate","Referrals_rate","under_19_population","under_5_population"
"1420","NEWCASTLE UPON TYNE",2021,1000,"640",12263,13.373562749735,682,"31","111","172","244","124","45","51","61","64","18","625.4","603.2",61617,15499
"1421","NEWCASTLE UPON TYNE",2022,1370,"580",15807,12.3363066995635,669,"32","103","163","246","125","45","46","56","63","30","708.1","678.4",62966,15807
"1422","NEWCASTLE UPON TYNE",2023,1690,"530",19424,11.4291598023064,635,"27","75","143","268","122","36","27","36","48","35","697.2","639.8",63980,16064
"1423","NEWCASTLE UPON TYNE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"786","498",NA,NA
"1424","NEWHAM",2010,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","NEWHAM",2011,NA,NA,NA,NA,490,"22","62","65","189","151","33","39","28","62","21",NA,NA,82141,25559
"1426","NEWHAM",2012,NA,NA,NA,NA,445,"31","60","69","164","121","35","35","34","53","21",NA,NA,83937,27009
"1427","NEWHAM",2013,NA,NA,NA,NA,406,"28","59","48","164","107","42","37","34","77","33","827.1","756.1",85149,27710
"1428","NEWHAM",2014,NA,NA,NA,NA,406,"33","34","54","151","134","47","25","40","81","74","955.3","713.2",86615,28260
"1429","NEWHAM",2015,NA,NA,NA,NA,431,"23","35","58","162","153","40","33","40","97","79","683.2","749.3",87329,28377
"1430","NEWHAM",2016,NA,NA,NA,NA,350,"14","24","50","140","122","22","25","30","71","71","708.9","717.3",88294,28278
"1431","NEWHAM",2017,NA,NA,NA,NA,396,"20","34","50","143","149","37","37","43","101","90","706.7","592",88334,27237
"1432","NEWHAM",2018,0,"660",5673,11.6340560549974,405,"16","32","45","162","150","28","23","24","88","78","827.9","744.4",89025,26751
"1433","NEWHAM",2019,100,"1390",10659,13.978797260531,380,"19","34","40","156","131","34","32","24","71","59","744.1","652.4",89144,25754
"1434","NEWHAM",2020,700,"1580",15423,14.7831161252675,411,"16","41","52","148","154","27","20","26","76","70","680.9","568.1",89044,25216
"1435","NEWHAM",2021,1300,"1560",19257,14.851742223607,382,"19","41","47","137","138","27","20","24","54","58","716.8","531",88400,23941
"1436","NEWHAM",2022,1950,"1520",24453,14.1904878746984,431,"27","44","49","145","166","32","24","23","64","93","729.7","581.7",88424,24453
"1437","NEWHAM",2023,2660,"1420",29360,13.8964577656676,411,"17","53","59","145","137","23","19","30","73","74","767.4","607.6",88140,24861
"1438","NEWHAM",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800.1","620.4",NA,NA
"1439","NEWPORT",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35240,9594
"1440","NEWPORT",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35212,9748
"1441","NEWPORT",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35209,9718
"1442","NEWPORT",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35267,9613
"1443","NEWPORT",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35551,9657
"1444","NEWPORT",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35933,9813
"1445","NEWPORT",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36488,10137
"1446","NEWPORT",2018,NA,NA,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36784,10132
"1447","NEWPORT",2019,NA,NA,3911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37144,10192
"1448","NEWPORT",2020,NA,NA,5839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37480,10027
"1449","NEWPORT",2021,NA,NA,7669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37642,9670
"1450","NEWPORT",2022,NA,NA,9807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38344,9807
"1451","NEWPORT",2023,NA,NA,11913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38942,9859
"1452","NORFOLK",2010,NA,NA,NA,NA,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","NORFOLK",2011,NA,NA,NA,NA,958,"59","134","138","430","196","89","66","65","170","45",NA,NA,175119,46580
"1454","NORFOLK",2012,NA,NA,NA,NA,1012,"69","150","143","434","216","104","71","56","147","64",NA,NA,175636,47195
"1455","NORFOLK",2013,NA,NA,NA,NA,1077,"64","170","168","417","258","98","100","64","134","61","x","x",175592,47255
"1456","NORFOLK",2014,NA,NA,NA,NA,1148,"61","177","208","440","262","102","105","89","123","107","524.6","588.1",175918,47311
"1457","NORFOLK",2015,NA,NA,NA,NA,1070,"56","125","205","449","235","88","88","78","111","56","583.1","479.4",176179,47177
"1458","NORFOLK",2016,NA,NA,NA,NA,1044,"51","124","228","426","215","83","89","79","75","49","770.9","513.9",176745,47057
"1459","NORFOLK",2017,NA,NA,NA,NA,1106,"71","112","233","459","231","98","95","86","133","60","514.4","511.4",177362,46450
"1460","NORFOLK",2018,10,"96.6666666666667",8410,1.2683313515656,1182,"81","137","243","466","255","115","95","96","115","63","582","506",176951,45375
"1461","NORFOLK",2019,45.7142857142857,"193.333333333333",16850,1.41868023173661,1186,"77","166","213","474","256","112","81","82","108","71","494.8","447",177288,44689
"1462","NORFOLK",2020,185.714285714286,"201.666666666667",24794,1.56239796878661,1105,"53","150","197","453","252","69","47","51","101","74","503.2","445.6",176654,43318
"1463","NORFOLK",2021,297.142857142857,"190",33022,1.47520700485391,1083,"47","144","184","421","287","66","42","34","64","104","501.8","349.4",176703,42189
"1464","NORFOLK",2022,378.571428571429,"170",41615,1.31820600401641,1089,"52","142","207","440","248","69","54","48","91","72","498.5","354.4",178107,41615
"1465","NORFOLK",2023,500,"142.857142857143",50337,1.27710658731578,1213,"67","165","197","442","342","85","57","45","90","159","525.6","370.8",179509,41300
"1466","NORFOLK",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"524.5","368.3",NA,NA
"1467","NORTH EAST LINCOLNSHIRE",2010,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","NORTH EAST LINCOLNSHIRE",2011,NA,NA,NA,NA,146,"14","44","13","44","30","18","12","x","18","x",NA,NA,36441,10001
"1469","NORTH EAST LINCOLNSHIRE",2012,NA,NA,NA,NA,154,"12","48","25","43","26","19","13","8","16","x",NA,NA,36389,10075
"1470","NORTH EAST LINCOLNSHIRE",2013,NA,NA,NA,NA,198,"20","52","45","54","27","31","27","18","33","8","1054.5","1011.3",36229,10062
"1471","NORTH EAST LINCOLNSHIRE",2014,NA,NA,NA,NA,263,"32","66","67","64","34","47","46","37","31","9","1176.1","906.2",35970,9955
"1472","NORTH EAST LINCOLNSHIRE",2015,NA,NA,NA,NA,265,"26","59","67","82","31","39","45","x","44","x","1105.7","587.4",35744,9755
"1473","NORTH EAST LINCOLNSHIRE",2016,NA,NA,NA,NA,294,"18","43","72","119","42","34","47","50","63","11","948.1","510.8",35556,9641
"1474","NORTH EAST LINCOLNSHIRE",2017,NA,NA,NA,NA,297,"19","38","81","118","41","29","41","30","43","11","1020.1","577.8",35560,9403
"1475","NORTH EAST LINCOLNSHIRE",2018,0,"220",1784,12.3318385650224,354,"30","64","83","133","44","38","39","36","36","11","1102.7","617.6",35505,9308
"1476","NORTH EAST LINCOLNSHIRE",2019,90,"400",3366,14.5573380867499,450,"24","97","103","159","67","31","51","43","51","25","1133","651.4",35208,8949
"1477","NORTH EAST LINCOLNSHIRE",2020,410,"370",5011,15.5657553382558,572,"34","128","141","186","83","51","73","61","61","16","1454","1155.2",34899,8650
"1478","NORTH EAST LINCOLNSHIRE",2021,690,"330",6556,15.5582672361196,596,"36","129","142","189","100","45","41","32","41","21","1229.9","1037.8",34686,8360
"1479","NORTH EAST LINCOLNSHIRE",2022,870,"290",8144,14.2436149312377,615,"36","119","164","194","102","46","42","49","40","17","1247.1","975.8",34856,8144
"1480","NORTH EAST LINCOLNSHIRE",2023,1090,"260",9816,13.7530562347188,575,"27","104","160","200","84","37","25","28","44","19","1240.6","936.3",35108,8047
"1481","NORTH EAST LINCOLNSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"941.8","680.8",NA,NA
"1482","NORTH LINCOLNSHIRE",2010,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","NORTH LINCOLNSHIRE",2011,NA,NA,NA,NA,164,"10","39","28","68","18","18","24","22","29","12",NA,NA,37560,10221
"1484","NORTH LINCOLNSHIRE",2012,NA,NA,NA,NA,172,"13","43","32","66","18","18","23","13","19","x",NA,NA,37427,10122
"1485","NORTH LINCOLNSHIRE",2013,NA,NA,NA,NA,165,"9","37","29","68","22","18","18","9","15","6","429","668.7",37260,9946
"1486","NORTH LINCOLNSHIRE",2014,NA,NA,NA,NA,170,"8","25","47","64","26","19","17","22","19","x","372.2","503.7",36971,9650
"1487","NORTH LINCOLNSHIRE",2015,NA,NA,NA,NA,177,"x","x","54","67","39","11","7","21","16","13","442.3","702.2",36914,9473
"1488","NORTH LINCOLNSHIRE",2016,NA,NA,NA,NA,202,"12","23","52","84","31","25","15","18","24","6","487.7","571.8",36859,9390
"1489","NORTH LINCOLNSHIRE",2017,NA,NA,NA,NA,226,"19","30","51","88","38","30","15","18","29","14","481","497.7",36887,9247
"1490","NORTH LINCOLNSHIRE",2018,0,"200",1717,11.648223645894,226,"8","31","41","103","43","11","18","11","29","20","491","445.7",36680,8958
"1491","NORTH LINCOLNSHIRE",2019,90,"350",3321,13.2490213791027,251,"13","27","48","106","57","22","24","14","22","47","512.3","485.2",36334,8777
"1492","NORTH LINCOLNSHIRE",2020,340,"340",4952,13.7318255250404,231,"8","32","44","103","44","16","11","c","c","12","504.1","411.4",36043,8608
"1493","NORTH LINCOLNSHIRE",2021,550,"290",6580,12.7659574468085,207,"7","26","42","81","51","13","9","10","14","16","485.4","379.1",35781,8406
"1494","NORTH LINCOLNSHIRE",2022,760,"250",8452,11.9498343587317,192,"11","14","35","75","57","14","c","c","16","15","522.1","488.7",36201,8452
"1495","NORTH LINCOLNSHIRE",2023,940,"220",10227,11.3425246895473,188,"12","21","31","69","55","17","10","16","21","12","534.4","511.2",36283,8374
"1496","NORTH LINCOLNSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"494","424.8",NA,NA
"1497","NORTH NORTHAMPTONSHIRE",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76062,21193
"1498","NORTH NORTHAMPTONSHIRE",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77107,21538
"1499","NORTH NORTHAMPTONSHIRE",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77666,21568
"1500","NORTH NORTHAMPTONSHIRE",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78565,21577
"1501","NORTH NORTHAMPTONSHIRE",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79370,21425
"1502","NORTH NORTHAMPTONSHIRE",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80564,21506
"1503","NORTH NORTHAMPTONSHIRE",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81723,21420
"1504","NORTH NORTHAMPTONSHIRE",2018,10,"NaN",3983,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,82395,21066
"1505","NORTH NORTHAMPTONSHIRE",2019,110,"NaN",8016,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,82523,20721
"1506","NORTH NORTHAMPTONSHIRE",2020,630,"NaN",11918,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,82637,20347
"1507","NORTH NORTHAMPTONSHIRE",2021,1000,"NaN",15929,NA,NA,"z","z","z","z","z","z","z","z","z","z",NA,NA,83109,20139
"1508","NORTH NORTHAMPTONSHIRE",2022,1310,"530",20167,9.12381613527049,523,"24","73","105","222","99","31","31","39","56","28","483.7","887",84178,20167
"1509","NORTH NORTHAMPTONSHIRE",2023,1780,"460",24609,9.10236092486489,545,"28","67","115","201","134","31","30","44","47","37","483.4","623",85382,20254
"1510","NORTH NORTHAMPTONSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"515.4","623.9",NA,NA
"1511","NORTH SOMERSET",2010,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","NORTH SOMERSET",2011,NA,NA,NA,NA,228,"11","36","44","98","39","17","18","25","44","9",NA,NA,43867,11721
"1513","NORTH SOMERSET",2012,NA,NA,NA,NA,231,"8","33","46","108","36","14","26","16","45","12",NA,NA,44091,11933
"1514","NORTH SOMERSET",2013,NA,NA,NA,NA,252,"16","43","44","94","55","24","18","21","28","29","674.7","560.9",44408,12060
"1515","NORTH SOMERSET",2014,NA,NA,NA,NA,217,"7","36","35","91","48","14","22","11","28","15","639.4","515.9",44662,12042
"1516","NORTH SOMERSET",2015,NA,NA,NA,NA,232,"8","30","47","89","58","15","27","19","38","23","545.2","355.1",44769,11896
"1517","NORTH SOMERSET",2016,NA,NA,NA,NA,221,"12","28","35","91","55","18","27","22","31","14","474.3","288.3",45017,11741
"1518","NORTH SOMERSET",2017,NA,NA,NA,NA,226,"9","23","41","98","55","14","11","23","39","17","492.1","337.5",45169,11485
"1519","NORTH SOMERSET",2018,0,"110",2006,5.48354935194417,236,"13","30","46","91","56","17","26","10","31","17","497.7","317.9",45021,11168
"1520","NORTH SOMERSET",2019,50,"220",4102,6.58215504631887,242,"11","42","42","90","57","18","19","14","26","9","471.1","316.3",45161,11011
"1521","NORTH SOMERSET",2020,240,"240",6175,7.77327935222672,231,"12","35","33","77","74","16","13","11","25","20","397","239.9",45021,10790
"1522","NORTH SOMERSET",2021,380,"230",8320,7.33173076923077,213,"7","25","36","74","71","8","12","8","15","20","345.3","179.7",45054,10585
"1523","NORTH SOMERSET",2022,480,"210",10582,6.52050652050652,200,"13","22","33","74","58","16","8","10","20","14","339.4","177.2",45644,10582
"1524","NORTH SOMERSET",2023,630,"170",12906,6.1986672865334,223,"10","21","41","84","67","14","12","17","24","33","360.7","236.8",46175,10621
"1525","NORTH SOMERSET",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"352.4","226.1",NA,NA
"1526","NORTH TYNESIDE",2010,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","NORTH TYNESIDE",2011,NA,NA,NA,NA,283,"18","53","73","108","31","22","34","26","50","x",NA,NA,42718,11718
"1528","NORTH TYNESIDE",2012,NA,NA,NA,NA,299,"16","67","73","110","33","24","36","28","37","12",NA,NA,42600,11783
"1529","NORTH TYNESIDE",2013,NA,NA,NA,NA,297,"13","46","75","128","35","19","22","26","48","8","786.5","473.7",42710,11734
"1530","NORTH TYNESIDE",2014,NA,NA,NA,NA,305,"16","43","81","112","53","33","30","28","33","7","539.8","557.6",42787,11696
"1531","NORTH TYNESIDE",2015,NA,NA,NA,NA,304,"17","36","67","118","66","31","35","20","35","17","493.5","454.8",42607,11490
"1532","NORTH TYNESIDE",2016,NA,NA,NA,NA,291,"14","33","52","125","67","27","45","22","47","18","614.4","408.4",42795,11547
"1533","NORTH TYNESIDE",2017,NA,NA,NA,NA,296,"26","32","52","114","72","35","26","29","43","14","626.8","423.8",42962,11455
"1534","NORTH TYNESIDE",2018,0,"170",2209,7.69578995020371,282,"12","38","46","115","71","25","42","26","37","8","605.7","357.3",43366,11476
"1535","NORTH TYNESIDE",2019,60,"320",4478,8.48593121929433,308,"22","41","58","116","71","28","30","23","46","14","474.6","373.9",43849,11419
"1536","NORTH TYNESIDE",2020,280,"310",6589,8.95431780239794,297,"19","37","61","115","65","27","38","36","45","14","543.6","380.4",43969,11261
"1537","NORTH TYNESIDE",2021,420,"270",8584,8.03821062441752,289,"15","41","56","110","67","24","15","23","26","15","583.9","408.3",43915,10856
"1538","NORTH TYNESIDE",2022,590,"240",10701,7.75628445939632,345,"23","53","59","131","79","30","41","30","50","14","619.5","431.1",44196,10701
"1539","NORTH TYNESIDE",2023,770,"190",12741,7.53473039792795,360,"12","58","64","132","94","23","51","29","61","34","687.3","546.6",44271,10407
"1540","NORTH TYNESIDE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"611.1","548.3",NA,NA
"1541","NORTH YORKSHIRE",2010,NA,NA,NA,NA,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","NORTH YORKSHIRE",2011,NA,NA,NA,NA,476,"17","84","102","179","93","31","42","40","62","35",NA,NA,NA,NA
"1543","NORTH YORKSHIRE",2012,NA,NA,NA,NA,481,"33","80","94","186","88","39","34","25","62","18",NA,NA,NA,NA
"1544","NORTH YORKSHIRE",2013,NA,NA,NA,NA,488,"20","79","93","211","85","35","40","29","62","23","420.8","466.5",NA,NA
"1545","NORTH YORKSHIRE",2014,NA,NA,NA,NA,460,"26","73","90","185","86","37","31","23","30","17","434.2","465",NA,NA
"1546","NORTH YORKSHIRE",2015,NA,NA,NA,NA,446,"29","68","72","169","108","52","33","15","35","22","437.9","453.7",NA,NA
"1547","NORTH YORKSHIRE",2016,NA,NA,NA,NA,411,"24","61","56","169","101","38","34","17","52","21","413.7","343.2",NA,NA
"1548","NORTH YORKSHIRE",2017,NA,NA,NA,NA,423,"33","57","59","173","101","39","19","19","57","42","362.8","326.5",NA,NA
"1549","NORTH YORKSHIRE",2018,NA,"45.7142857142857",NA,NA,437,"26","55","67","189","100","33","29","31","70","30","447.7","389.3",NA,NA
"1550","NORTH YORKSHIRE",2019,NA,"90",NA,NA,430,"20","61","68","169","112","29","25","16","48","28","445","364.7",NA,NA
"1551","NORTH YORKSHIRE",2020,NA,"88.3333333333333",NA,NA,443,"27","70","75","157","114","40","21","25","32","26","425.9","334.7",NA,NA
"1552","NORTH YORKSHIRE",2021,NA,"85.7142857142857",NA,NA,422,"20","78","78","152","94","27","40","25","35","22","420.2","346.4",NA,NA
"1553","NORTH YORKSHIRE",2022,200,"78.5714285714286",NA,NA,430,"18","66","81","165","100","29","22","23","44","28","514.2","396.4",NA,NA
"1554","NORTH YORKSHIRE",2023,278.571428571429,"67.1428571428571",NA,NA,464,"26","60","87","171","120","36","24","30","53","49","548.9","436.4",NA,NA
"1555","NORTH YORKSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606","497.6",NA,NA
"1556","NORTHAMPTONSHIRE",2010,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","NORTHAMPTONSHIRE",2011,NA,NA,NA,NA,736,"29","110","103","273","220","51","70","39","114","71",NA,NA,NA,NA
"1558","NORTHAMPTONSHIRE",2012,NA,NA,NA,NA,794,"42","136","121","267","228","57","73","50","116","81",NA,NA,NA,NA
"1559","NORTHAMPTONSHIRE",2013,NA,NA,NA,NA,729,"30","131","131","255","182","58","67","54","91","53","516.5","712.8",NA,NA
"1560","NORTHAMPTONSHIRE",2014,NA,NA,NA,NA,834,"44","116","158","293","223","73","70","77","133","87","598.2","833.4",NA,NA
"1561","NORTHAMPTONSHIRE",2015,NA,NA,NA,NA,936,"58","138","178","333","229","88","95","101","143","77","402.1","1058.6",NA,NA
"1562","NORTHAMPTONSHIRE",2016,NA,NA,NA,NA,993,"52","142","186","340","273","86","93","92","146","124","628.8","1026.2",NA,NA
